zip_code,watch,ucr_offense_description,c3
75225,2,DISORDERLY CONDUCT,3
75225,2,DWI,3
75225,2,EMBEZZLEMENT,8
75225,2,FORGERY & COUNTERFEIT,6
75225,2,FOUND PROPERTY,20
75225,2,FRAUD,10
75225,2,LOST PROPERTY,5
75225,2,MOTOR VEHICLE ACCIDENT,82
75225,2,OTHER OFFENSES,12
75225,2,ROBBERY,3
75225,2,SUDDEN DEATH,9
75225,2,THEFT,354
75225,3,ACCIDENTAL INJURY,8
75225,3,AGGRAVATED ASSAULT,3
75225,3,ARSON,1
75225,3,ASSAULT,12
75225,3,AUTO THEFT - UUMV,32
75225,3,BURGLARY,8
75225,3,CRIMINAL MISCHIEF/VANDALISM,40
75225,3,DISORDERLY CONDUCT,3
75225,3,DWI,2
75225,3,EMBEZZLEMENT,11
75225,3,FORGERY & COUNTERFEIT,5
75225,3,FOUND PROPERTY,29
75225,3,FRAUD,16
75225,3,HOME ACCIDENT,2
75225,3,LOST PROPERTY,13
75225,3,MOTOR VEHICLE ACCIDENT,59
75225,3,OTHER OFFENSES,10
75225,3,ROBBERY,14
75225,3,SUDDEN DEATH,6
75225,3,THEFT,370
75225,3,TRAFFIC FATALITY,1
75225,3,WEAPONS,1
75225,U,ASSAULT,1
75225,U,AUTO THEFT - UUMV,7
75225,U,BURGLARY,22
75225,U,CRIMINAL MISCHIEF/VANDALISM,9
75225,U,DISORDERLY CONDUCT,2
75225,U,EMBEZZLEMENT,36
75225,U,FORGERY & COUNTERFEIT,3
75225,U,FOUND PROPERTY,4
75225,U,FRAUD,9
75225,U,LOST PROPERTY,5
75225,U,MOTOR VEHICLE ACCIDENT,4
75225,U,SUDDEN DEATH,4
75225,U,THEFT,57
75226,1,ACCIDENTAL INJURY,24
75226,1,AGGRAVATED ASSAULT,15
75226,1,ANIMAL BITE,2
75226,1,ASSAULT,51
75226,1,AUTO THEFT - UUMV,35
75226,1,BURGLARY,53
75226,1,CRIMINAL MISCHIEF/VANDALISM,65
75226,1,DISORDERLY CONDUCT,1
75226,1,DWI,14
75226,1,FIREARMS ACCIDENT,1
75226,1,FORGERY & COUNTERFEIT,1
75226,1,FOUND PROPERTY,86
75226,1,FRAUD,3
75226,1,HOME ACCIDENT,2
75226,1,LOST PROPERTY,14
75226,1,MOTOR VEHICLE ACCIDENT,46
75226,1,OTHER OFFENSES,12
75226,1,ROBBERY,24
75226,1,SUDDEN DEATH,5
75226,1,THEFT,162
75226,1,TRAFFIC FATALITY,1
75226,1,WEAPONS,1
75226,2,ACCIDENTAL INJURY,9
75226,2,AGGRAVATED ASSAULT,10
75226,2,ANIMAL BITE,1
75226,2,ARSON,1
75226,2,ASSAULT,26
75226,2,AUTO THEFT - UUMV,27
75226,2,BURGLARY,19
75226,2,CRIMINAL MISCHIEF/VANDALISM,27
75226,2,DISORDERLY CONDUCT,11
75226,2,DWI,2
75226,2,EMBEZZLEMENT,3
75226,2,FORGERY & COUNTERFEIT,8
75226,2,FOUND PROPERTY,90
75226,2,FRAUD,4
75226,2,HOME ACCIDENT,2
75226,2,LOST PROPERTY,25
75226,2,MOTOR VEHICLE ACCIDENT,54
75226,2,MURDER,1
75226,2,OCCUPATIONAL ACCIDENT,1
75226,2,OTHER OFFENSES,11
75226,2,ROBBERY,4
75226,2,SUDDEN DEATH,3
75226,2,THEFT,70
75226,3,ACCIDENTAL INJURY,23
75226,3,AGGRAVATED ASSAULT,20
75226,3,ANIMAL BITE,1
75226,3,ASSAULT,65
75226,3,AUTO THEFT - UUMV,28
75226,3,BURGLARY,15
75226,3,CHILD (OFFENSES AGAINST),2
75226,3,CRIMINAL MISCHIEF/VANDALISM,47
75226,3,DISORDERLY CONDUCT,6
75226,3,DWI,5
75226,3,EMBEZZLEMENT,2
75226,3,FIREARMS ACCIDENT,2
75226,3,FORGERY & COUNTERFEIT,1
75226,3,FOUND PROPERTY,85
75226,3,FRAUD,6
75226,3,HOME ACCIDENT,3
75226,3,LOST PROPERTY,13
75226,3,MOTOR VEHICLE ACCIDENT,67
75226,3,OCCUPATIONAL ACCIDENT,1
75226,3,OTHER OFFENSES,10
75226,3,ROBBERY,25
75226,3,SUDDEN DEATH,4
75226,3,THEFT,124
75226,3,WEAPONS,1
75226,U,ACCIDENTAL INJURY,1
75226,U,AGGRAVATED ASSAULT,2
75226,U,ASSAULT,1
75226,U,AUTO THEFT - UUMV,22
75226,U,BURGLARY,13
75226,U,CRIMINAL MISCHIEF/VANDALISM,29
75226,U,DISORDERLY CONDUCT,12
75226,U,EMBEZZLEMENT,2
75226,U,FIREARMS ACCIDENT,1
75226,U,FOUND PROPERTY,17
75226,U,FRAUD,2
75226,U,LOST PROPERTY,13
75226,U,MOTOR VEHICLE ACCIDENT,4
75226,U,ROBBERY,1
75226,U,SUDDEN DEATH,1
75226,U,THEFT,67
75227,1,ACCIDENTAL INJURY,18
75227,1,AGGRAVATED ASSAULT,42
75227,1,ANIMAL BITE,3
75227,1,ARSON,15
75227,1,ASSAULT,44
75227,1,AUTO THEFT - UUMV,277
75227,1,BURGLARY,200
75227,1,CHILD (OFFENSES AGAINST),3
75227,1,CRIMINAL MISCHIEF/VANDALISM,414
75227,1,DISORDERLY CONDUCT,16
75227,1,DWI,20
75227,1,EMBEZZLEMENT,5
75227,1,FIREARMS ACCIDENT,1
75227,1,FORGERY & COUNTERFEIT,5
75227,1,FOUND PROPERTY,239
75227,1,FRAUD,3
75227,1,HOME ACCIDENT,22
75227,1,LIQUOR,1
75227,1,LOST PROPERTY,6
75227,1,MOTOR VEHICLE ACCIDENT,164
75227,1,MURDER,4
75227,1,NARCOTICS/DRUGS,7
75227,1,OTHER OFFENSES,28
75227,1,ROBBERY,87
75227,1,SUDDEN DEATH,28
75227,1,THEFT,672
75227,1,TRAFFIC FATALITY,2
75227,1,WEAPONS,3
75227,2,ACCIDENTAL INJURY,20
75227,2,AGGRAVATED ASSAULT,29
75227,2,ANIMAL BITE,10
75227,2,ARSON,2
75227,2,ASSAULT,92
75227,2,AUTO THEFT - UUMV,94
75227,2,BURGLARY,467
75227,2,CHILD (OFFENSES AGAINST),3
75227,2,CRIMINAL MISCHIEF/VANDALISM,273
75227,2,DISORDERLY CONDUCT,19
75227,2,DWI,1
75227,2,EMBEZZLEMENT,7
75227,2,FIREARMS ACCIDENT,3
75227,2,FORGERY & COUNTERFEIT,9
75227,2,FOUND PROPERTY,312
75227,2,FRAUD,11
75227,2,HOME ACCIDENT,17
75227,2,LOST PROPERTY,23
75227,2,MOTOR VEHICLE ACCIDENT,185
75227,2,NARCOTICS/DRUGS,11
75227,2,OCCUPATIONAL ACCIDENT,1
75227,2,OTHER OFFENSES,37
75227,2,ROBBERY,51
75227,2,SUDDEN DEATH,26
75227,2,THEFT,328
75227,2,WEAPONS,3
75227,3,ACCIDENTAL INJURY,29
75227,3,AGGRAVATED ASSAULT,52
75227,3,ANIMAL BITE,11
75227,3,ARSON,5
75227,3,ASSAULT,121
75227,3,AUTO THEFT - UUMV,97
75227,3,BURGLARY,175
75227,3,CHILD (OFFENSES AGAINST),4
75227,3,CRIMINAL MISCHIEF/VANDALISM,285
75227,3,DISORDERLY CONDUCT,26
75227,3,DWI,26
75227,3,EMBEZZLEMENT,4
75227,3,FIREARMS ACCIDENT,1
75227,3,FORGERY & COUNTERFEIT,14
75227,3,FOUND PROPERTY,252
75227,3,FRAUD,6
75227,3,HOME ACCIDENT,43
75227,3,INTOXICATION MANSLAUGHTER,1
75227,3,LIQUOR,3
75227,3,LOST PROPERTY,15
75227,3,MOTOR VEHICLE ACCIDENT,299
75227,3,MURDER,3
75227,3,NARCOTICS/DRUGS,15
75227,3,OCCUPATIONAL ACCIDENT,1
75227,3,OTHER OFFENSES,53
75227,3,ROBBERY,133
75227,3,SUDDEN DEATH,17
75227,3,THEFT,285
75227,3,TRAFFIC FATALITY,7
75227,3,WEAPONS,6
75227,U,ACCIDENTAL INJURY,1
75227,U,ARSON,1
75227,U,ASSAULT,3
75227,U,AUTO THEFT - UUMV,59
75227,U,BURGLARY,181
75227,U,CRIMINAL MISCHIEF/VANDALISM,136
75227,U,DISORDERLY CONDUCT,11
75227,U,EMBEZZLEMENT,11
75227,U,FORGERY & COUNTERFEIT,4
75227,U,FOUND PROPERTY,60
75227,U,FRAUD,8
75227,U,HOME ACCIDENT,1
75227,U,LOST PROPERTY,9
75227,U,MOTOR VEHICLE ACCIDENT,12
75227,U,OTHER OFFENSES,1
75227,U,ROBBERY,2
75227,U,SUDDEN DEATH,16
75227,U,THEFT,242
75228,1,ACCIDENTAL INJURY,34
75228,1,AGGRAVATED ASSAULT,36
75228,1,ARSON,7
75228,1,ASSAULT,66
75228,1,AUTO THEFT - UUMV,390
75228,1,BURGLARY,280
75228,1,CHILD (OFFENSES AGAINST),1
75228,1,CRIMINAL MISCHIEF/VANDALISM,509
75228,1,DISORDERLY CONDUCT,24
75228,1,DWI,12
75228,1,EMBEZZLEMENT,4
75228,1,FIREARMS ACCIDENT,6
75228,1,FORGERY & COUNTERFEIT,3
75228,1,FOUND PROPERTY,209
75228,1,FRAUD,12
75228,1,HOME ACCIDENT,16
75228,1,LOST PROPERTY,9
75228,1,MOTOR VEHICLE ACCIDENT,152
75228,1,MURDER,3
75228,1,NARCOTICS/DRUGS,8
75228,1,OTHER OFFENSES,43
75228,1,ROBBERY,151
75228,1,SUDDEN DEATH,39
75228,1,THEFT,886
75228,1,TRAFFIC FATALITY,2
75228,1,WEAPONS,5
75228,2,ACCIDENTAL INJURY,22
75228,2,AGGRAVATED ASSAULT,32
75228,2,ANIMAL BITE,12
75228,2,ARSON,8
75228,2,ASSAULT,122
75228,2,AUTO THEFT - UUMV,132
75228,2,BURGLARY,587
75228,2,CHILD (OFFENSES AGAINST),1
75228,2,CRIMINAL MISCHIEF/VANDALISM,309
75228,2,DISORDERLY CONDUCT,38
75228,2,DWI,2
75228,2,EMBEZZLEMENT,7
75228,2,FIREARMS ACCIDENT,2
75228,2,FORGERY & COUNTERFEIT,36
75228,2,FOUND PROPERTY,233
75228,2,FRAUD,17
75228,2,HOME ACCIDENT,23
75228,2,LIQUOR,2
75228,2,LOST PROPERTY,26
75228,2,MOTOR VEHICLE ACCIDENT,195
75228,2,MURDER,1
75228,2,NARCOTICS/DRUGS,11
75228,2,OCCUPATIONAL ACCIDENT,2
75228,2,OTHER OFFENSES,50
75228,2,ROBBERY,93
75228,2,SUDDEN DEATH,36
75228,2,THEFT,460
75228,2,WEAPONS,2
75228,3,ACCIDENTAL INJURY,54
75228,3,AGGRAVATED ASSAULT,65
75228,3,ANIMAL BITE,7
75228,3,ARSON,7
75228,3,ASSAULT,165
75228,3,AUTO THEFT - UUMV,139
75228,3,BURGLARY,211
75228,3,CHILD (OFFENSES AGAINST),2
75228,3,CRIMINAL MISCHIEF/VANDALISM,395
75228,3,DISORDERLY CONDUCT,43
75228,3,DWI,12
75228,3,EMBEZZLEMENT,1
75228,3,FIREARMS ACCIDENT,6
75228,3,FORGERY & COUNTERFEIT,35
75228,3,FOUND PROPERTY,235
75228,3,FRAUD,16
75228,3,HOME ACCIDENT,36
75228,3,LIQUOR,8
75228,3,LOST PROPERTY,29
75228,3,MOTOR VEHICLE ACCIDENT,261
75228,3,MURDER,4
75228,3,NARCOTICS/DRUGS,21
75228,3,OCCUPATIONAL ACCIDENT,1
75228,3,OTHER OFFENSES,56
75228,3,ROBBERY,226
75228,3,SUDDEN DEATH,24
75228,3,THEFT,372
75228,3,TRAFFIC FATALITY,3
75228,3,WEAPONS,3
75228,U,AGGRAVATED ASSAULT,1
75228,U,ARSON,2
75228,U,ASSAULT,4
75228,U,AUTO THEFT - UUMV,102
75228,U,BURGLARY,240
75228,U,CHILD (OFFENSES AGAINST),1
75228,U,CRIMINAL MISCHIEF/VANDALISM,165
75228,U,DISORDERLY CONDUCT,23
75228,U,EMBEZZLEMENT,15
75228,U,FORGERY & COUNTERFEIT,6
75228,U,FOUND PROPERTY,30
75228,U,FRAUD,19
75228,U,HOME ACCIDENT,1
75228,U,LOST PROPERTY,17
75228,U,MOTOR VEHICLE ACCIDENT,15
75228,U,NARCOTICS/DRUGS,1
75228,U,OTHER OFFENSES,1
75228,U,ROBBERY,3
75228,U,SUDDEN DEATH,25
75228,U,THEFT,299
75229,1,ACCIDENTAL INJURY,25
75229,1,AGGRAVATED ASSAULT,20
75229,1,ARSON,8
75229,1,ASSAULT,44
75229,1,AUTO THEFT - UUMV,143
75229,1,BURGLARY,211
75229,1,CRIMINAL MISCHIEF/VANDALISM,184
75229,1,DISORDERLY CONDUCT,3
75229,1,DWI,12
75229,1,EMBEZZLEMENT,9
75229,1,FIREARMS ACCIDENT,1
75229,1,FORGERY & COUNTERFEIT,6
75229,1,FOUND PROPERTY,175
75229,1,FRAUD,11
75229,1,HOME ACCIDENT,5
75229,1,LOST PROPERTY,11
75229,1,MOTOR VEHICLE ACCIDENT,115
75229,1,MURDER,2
75229,1,NARCOTICS/DRUGS,4
75229,1,OCCUPATIONAL ACCIDENT,1
75229,1,OTHER OFFENSES,15
75229,1,ROBBERY,70
75229,1,SUDDEN DEATH,15
75229,1,THEFT,532
75229,1,TRAFFIC FATALITY,2
75229,2,ACCIDENTAL INJURY,14
75229,2,AGGRAVATED ASSAULT,7
75229,2,ANIMAL BITE,3
75229,2,ARSON,1
75229,2,ASSAULT,52
75229,2,AUTO THEFT - UUMV,92
75229,2,BURGLARY,194
75229,2,CHILD (OFFENSES AGAINST),1
75229,2,CRIMINAL MISCHIEF/VANDALISM,82
75229,2,DISORDERLY CONDUCT,11
75229,2,DWI,2
75229,2,EMBEZZLEMENT,14
75229,2,FORGERY & COUNTERFEIT,17
75229,2,FOUND PROPERTY,142
75229,2,FRAUD,13
75229,2,HOME ACCIDENT,2
75229,2,LOST PROPERTY,16
75229,2,MOTOR VEHICLE ACCIDENT,148
75229,2,OTHER OFFENSES,25
75229,2,ROBBERY,41
75229,2,SUDDEN DEATH,19
75229,2,THEFT,368
75229,2,TRAFFIC FATALITY,2
75229,3,ACCIDENTAL INJURY,26
75229,3,AGGRAVATED ASSAULT,28
75229,3,ANIMAL BITE,3
75229,3,ARSON,2
75229,3,ASSAULT,64
75229,3,AUTO THEFT - UUMV,92
75229,3,BURGLARY,73
75229,3,CRIMINAL MISCHIEF/VANDALISM,124
75229,3,DISORDERLY CONDUCT,6
75229,3,DWI,5
75229,3,EMBEZZLEMENT,4
75229,3,FIREARMS ACCIDENT,2
75229,3,FORGERY & COUNTERFEIT,9
75229,3,FOUND PROPERTY,114
75229,3,FRAUD,11
75229,3,HOME ACCIDENT,7
75229,3,LOST PROPERTY,8
75229,3,MOTOR VEHICLE ACCIDENT,184
75229,3,MURDER,1
75229,3,NARCOTICS/DRUGS,11
75229,3,OTHER OFFENSES,25
75229,3,ROBBERY,55
75229,3,SUDDEN DEATH,7
75229,3,THEFT,320
75229,3,WEAPONS,3
75229,U,ANIMAL BITE,1
75229,U,ARSON,1
75229,U,ASSAULT,3
75229,U,AUTO THEFT - UUMV,79
75229,U,BURGLARY,156
75229,U,CRIMINAL MISCHIEF/VANDALISM,79
75229,U,DISORDERLY CONDUCT,8
75229,U,EMBEZZLEMENT,28
75229,U,FORGERY & COUNTERFEIT,4
75229,U,FOUND PROPERTY,58
75229,U,FRAUD,19
75229,U,LOST PROPERTY,7
75229,U,MOTOR VEHICLE ACCIDENT,7
75229,U,OTHER OFFENSES,1
75229,U,ROBBERY,2
75229,U,SUDDEN DEATH,3
75229,U,THEFT,199
75230,1,ACCIDENTAL INJURY,1
75230,1,AGGRAVATED ASSAULT,2
75230,1,ASSAULT,3
75230,1,AUTO THEFT - UUMV,43
75230,1,BURGLARY,56
75230,1,CRIMINAL MISCHIEF/VANDALISM,78
75230,1,DISORDERLY CONDUCT,4
75230,1,DWI,4
75230,1,EMBEZZLEMENT,3
75230,1,FORGERY & COUNTERFEIT,1
75230,1,FOUND PROPERTY,16
75230,1,FRAUD,4
75230,1,HOME ACCIDENT,4
75230,1,LOST PROPERTY,2
75230,1,MOTOR VEHICLE ACCIDENT,22
75230,1,MURDER,1
75230,1,OCCUPATIONAL ACCIDENT,1
75230,1,OTHER OFFENSES,2
75230,1,ROBBERY,6
75230,1,SUDDEN DEATH,20
75230,1,THEFT,236
75230,2,ACCIDENTAL INJURY,3
75230,2,AGGRAVATED ASSAULT,1
75230,2,ASSAULT,9
75230,2,AUTO THEFT - UUMV,20
75230,2,BURGLARY,55
75230,2,CHILD (OFFENSES AGAINST),2
75230,2,CRIMINAL MISCHIEF/VANDALISM,61
75230,2,DISORDERLY CONDUCT,5
75230,2,DWI,1
75230,2,EMBEZZLEMENT,3
75230,2,FIREARMS ACCIDENT,1
75230,2,FORGERY & COUNTERFEIT,6
75230,2,FOUND PROPERTY,57
75230,2,FRAUD,4
75230,2,HOME ACCIDENT,3
75230,2,LOST PROPERTY,10
75230,2,MOTOR VEHICLE ACCIDENT,81
75230,2,OTHER OFFENSES,7
75230,2,ROBBERY,22
75230,2,SUDDEN DEATH,14
75230,2,THEFT,203
75230,2,WEAPONS,1
75230,3,ACCIDENTAL INJURY,5
75230,3,AGGRAVATED ASSAULT,4
75230,3,ASSAULT,21
75230,3,AUTO THEFT - UUMV,13
75230,3,BURGLARY,24
75230,3,CHILD (OFFENSES AGAINST),1
75230,3,CRIMINAL MISCHIEF/VANDALISM,44
75230,3,DISORDERLY CONDUCT,7
75230,3,DWI,2
75230,3,EMBEZZLEMENT,1
75230,3,FIREARMS ACCIDENT,1
75230,3,FOUND PROPERTY,20
75230,3,FRAUD,1
75230,3,HOME ACCIDENT,3
75230,3,LOST PROPERTY,1
75230,3,MOTOR VEHICLE ACCIDENT,67
75230,3,NARCOTICS/DRUGS,3
75230,3,OTHER OFFENSES,6
75230,3,ROBBERY,10
75230,3,SUDDEN DEATH,6
75230,3,THEFT,90
75230,3,TRAFFIC FATALITY,1
75230,U,ANIMAL BITE,1
75230,U,ASSAULT,2
75230,U,AUTO THEFT - UUMV,24
75230,U,BURGLARY,48
75230,U,CRIMINAL MISCHIEF/VANDALISM,46
75230,U,DISORDERLY CONDUCT,8
75230,U,EMBEZZLEMENT,6
75230,U,FORGERY & COUNTERFEIT,2
75230,U,FOUND PROPERTY,8
75230,U,FRAUD,8
75230,U,LOST PROPERTY,5
75230,U,MOTOR VEHICLE ACCIDENT,2
75230,U,OTHER OFFENSES,2
75230,U,SUDDEN DEATH,12
75230,U,THEFT,121
75231,1,ACCIDENTAL INJURY,28
75231,1,AGGRAVATED ASSAULT,21
75231,1,ANIMAL BITE,1
75231,1,ASSAULT,42
75231,1,AUTO THEFT - UUMV,182
75231,1,BURGLARY,228
75231,1,CHILD (OFFENSES AGAINST),1
75231,1,CRIMINAL MISCHIEF/VANDALISM,375
75231,1,DISORDERLY CONDUCT,12
75231,1,DWI,18
75231,1,EMBEZZLEMENT,4
75231,1,FIREARMS ACCIDENT,3
75231,1,FORGERY & COUNTERFEIT,9
75231,1,FOUND PROPERTY,89
75231,1,FRAUD,27
75231,1,HOME ACCIDENT,16
75231,1,LOST PROPERTY,11
75231,1,MOTOR VEHICLE ACCIDENT,77
75231,1,MURDER,2
75231,1,NARCOTICS/DRUGS,7
75231,1,OCCUPATIONAL ACCIDENT,1
75231,1,OTHER OFFENSES,29
75231,1,ROBBERY,94
75231,1,SUDDEN DEATH,21
75231,1,THEFT,511
75231,1,TRAFFIC FATALITY,1
75231,1,WEAPONS,1
75231,2,ACCIDENTAL INJURY,18
75231,2,AGGRAVATED ASSAULT,26
75231,2,ANIMAL BITE,5
75231,2,ARSON,3
75231,2,ASSAULT,96
75231,2,AUTO THEFT - UUMV,72
75231,2,BURGLARY,326
75231,2,CHILD (OFFENSES AGAINST),2
75231,2,CRIMINAL MISCHIEF/VANDALISM,253
75231,2,DISORDERLY CONDUCT,21
75231,2,DWI,3
75231,2,EMBEZZLEMENT,14
75231,2,FIREARMS ACCIDENT,1
75231,2,FORGERY & COUNTERFEIT,26
75231,2,FOUND PROPERTY,113
75231,2,FRAUD,16
75231,2,HOME ACCIDENT,8
75231,2,LOST PROPERTY,17
75231,2,MOTOR VEHICLE ACCIDENT,194
75231,2,MURDER,1
75231,2,NARCOTICS/DRUGS,9
75231,2,OCCUPATIONAL ACCIDENT,1
75231,2,OTHER OFFENSES,48
75231,2,ROBBERY,59
75231,2,SUDDEN DEATH,20
75231,2,THEFT,537
75231,2,TRAFFIC FATALITY,2
75231,2,WEAPONS,1
75231,3,ACCIDENTAL INJURY,42
75231,3,AGGRAVATED ASSAULT,36
75231,3,ANIMAL BITE,4
75231,3,ARSON,1
75231,3,ASSAULT,122
75231,3,AUTO THEFT - UUMV,81
75231,3,BURGLARY,153
75231,3,CHILD (OFFENSES AGAINST),4
75231,3,CRIMINAL MISCHIEF/VANDALISM,342
75231,3,DISORDERLY CONDUCT,17
75231,3,DWI,14
75231,3,EMBEZZLEMENT,7
75231,3,FIREARMS ACCIDENT,2
75231,3,FORGERY & COUNTERFEIT,20
75231,3,FOUND PROPERTY,103
75231,3,FRAUD,19
75231,3,HOME ACCIDENT,16
75231,3,LOST PROPERTY,20
75231,3,MOTOR VEHICLE ACCIDENT,187
75231,3,MURDER,3
75231,3,NARCOTICS/DRUGS,13
75231,3,OCCUPATIONAL ACCIDENT,4
75231,3,OTHER OFFENSES,70
75231,3,ROBBERY,155
75231,3,SUDDEN DEATH,8
75231,3,THEFT,519
75231,3,TRAFFIC FATALITY,4
75231,3,WEAPONS,5
75231,U,AGGRAVATED ASSAULT,1
75231,U,ASSAULT,4
75231,U,AUTO THEFT - UUMV,45
75231,U,BURGLARY,105
75231,U,CRIMINAL MISCHIEF/VANDALISM,124
75231,U,DISORDERLY CONDUCT,7
75231,U,EMBEZZLEMENT,31
75231,U,FORGERY & COUNTERFEIT,9
75231,U,FOUND PROPERTY,10
75231,U,FRAUD,18
75231,U,LOST PROPERTY,7
75231,U,MOTOR VEHICLE ACCIDENT,10
75231,U,NARCOTICS/DRUGS,1
75231,U,OTHER OFFENSES,2
75231,U,ROBBERY,2
75231,U,SUDDEN DEATH,16
75231,U,THEFT,179
75232,1,ACCIDENTAL INJURY,8
75232,1,AGGRAVATED ASSAULT,18
75232,1,ANIMAL BITE,2
75232,1,ARSON,9
75232,1,ASSAULT,27
75232,1,AUTO THEFT - UUMV,155
75232,1,BURGLARY,103
75232,1,CRIMINAL MISCHIEF/VANDALISM,169
75232,1,DISORDERLY CONDUCT,5
75232,1,DWI,1
75232,1,EMBEZZLEMENT,3
75232,1,FORGERY & COUNTERFEIT,5
75232,1,FOUND PROPERTY,91
75232,1,FRAUD,6
75232,1,HOME ACCIDENT,7
75232,1,LOST PROPERTY,4
75232,1,MOTOR VEHICLE ACCIDENT,43
75232,1,MURDER,1
75232,1,NARCOTICS/DRUGS,4
75232,1,OCCUPATIONAL ACCIDENT,1
75232,1,OTHER OFFENSES,11
75232,1,ROBBERY,46
75232,1,SUDDEN DEATH,6
75232,1,THEFT,341
75232,1,TRAFFIC FATALITY,1
75232,1,WEAPONS,1
75232,2,ACCIDENTAL INJURY,15
75232,2,AGGRAVATED ASSAULT,15
75232,2,ANIMAL BITE,6
75232,2,ARSON,2
75232,2,ASSAULT,50
75232,2,AUTO THEFT - UUMV,40
75232,2,BURGLARY,163
75232,2,CRIMINAL MISCHIEF/VANDALISM,110
75232,2,DISORDERLY CONDUCT,16
75232,2,DWI,2
75232,2,EMBEZZLEMENT,8
75232,2,FIREARMS ACCIDENT,2
75232,2,FORGERY & COUNTERFEIT,8
75232,2,FOUND PROPERTY,114
75232,2,FRAUD,7
75232,2,HOME ACCIDENT,6
75232,2,LOST PROPERTY,15
75232,2,MOTOR VEHICLE ACCIDENT,88
75232,2,MURDER,1
75232,2,NARCOTICS/DRUGS,5
75232,2,OTHER OFFENSES,20
75232,2,ROBBERY,30
75232,2,SUDDEN DEATH,20
75232,2,THEFT,266
75232,2,TRAFFIC FATALITY,4
75232,2,WEAPONS,1
75232,3,ACCIDENTAL INJURY,14
75232,3,AGGRAVATED ASSAULT,35
75232,3,ANIMAL BITE,3
75232,3,ARSON,1
75232,3,ASSAULT,73
75232,3,AUTO THEFT - UUMV,71
75232,3,BURGLARY,62
75232,3,CHILD (OFFENSES AGAINST),1
75232,3,CRIMINAL MISCHIEF/VANDALISM,149
75232,3,DISORDERLY CONDUCT,19
75232,3,DWI,5
75232,3,EMBEZZLEMENT,5
75232,3,FORGERY & COUNTERFEIT,4
75232,3,FOUND PROPERTY,96
75232,3,FRAUD,5
75232,3,HOME ACCIDENT,11
75232,3,INTOXICATION MANSLAUGHTER,1
75232,3,LOST PROPERTY,15
75232,3,MOTOR VEHICLE ACCIDENT,123
75232,3,MURDER,4
75232,3,NARCOTICS/DRUGS,7
75232,3,OCCUPATIONAL ACCIDENT,1
75232,3,OTHER OFFENSES,32
75232,3,ROBBERY,81
75232,3,SUDDEN DEATH,6
75232,3,THEFT,218
75232,3,TRAFFIC FATALITY,1
75232,U,ASSAULT,5
75232,U,AUTO THEFT - UUMV,53
75232,U,BURGLARY,65
75232,U,CRIMINAL MISCHIEF/VANDALISM,52
75232,U,DISORDERLY CONDUCT,8
75232,U,EMBEZZLEMENT,3
75232,U,FORGERY & COUNTERFEIT,6
75232,U,FOUND PROPERTY,62
75232,U,FRAUD,10
75232,U,HOME ACCIDENT,1
75232,U,LOST PROPERTY,8
75232,U,MOTOR VEHICLE ACCIDENT,8
75232,U,OTHER OFFENSES,1
75232,U,SUDDEN DEATH,7
75232,U,THEFT,137
75233,1,ACCIDENTAL INJURY,2
75233,1,AGGRAVATED ASSAULT,9
75233,1,ANIMAL BITE,1
75233,1,ARSON,3
75233,1,ASSAULT,18
75233,1,AUTO THEFT - UUMV,78
75233,1,BURGLARY,48
75233,1,CRIMINAL MISCHIEF/VANDALISM,104
75233,1,DISORDERLY CONDUCT,5
75233,1,DWI,7
75233,1,FIREARMS ACCIDENT,2
75233,1,FOUND PROPERTY,38
75233,1,HOME ACCIDENT,4
75233,1,LOST PROPERTY,1
75233,1,MOTOR VEHICLE ACCIDENT,41
75233,1,OTHER OFFENSES,3
75233,1,ROBBERY,22
75233,1,SUDDEN DEATH,8
75233,1,THEFT,196
75233,1,WEAPONS,1
75233,2,ACCIDENTAL INJURY,3
75233,2,AGGRAVATED ASSAULT,4
75233,2,ANIMAL BITE,4
75233,2,ARSON,2
75233,2,ASSAULT,20
75233,2,AUTO THEFT - UUMV,28
75233,2,BURGLARY,116
75233,2,CHILD (OFFENSES AGAINST),1
75233,2,CRIMINAL MISCHIEF/VANDALISM,76
75233,2,DISORDERLY CONDUCT,12
75233,2,FIREARMS ACCIDENT,1
75233,2,FORGERY & COUNTERFEIT,5
75233,2,FOUND PROPERTY,38
75233,2,FRAUD,1
75233,2,HOME ACCIDENT,3
75233,2,LOST PROPERTY,1
75233,2,MOTOR VEHICLE ACCIDENT,47
75233,2,NARCOTICS/DRUGS,1
75233,2,OTHER OFFENSES,6
75233,2,ROBBERY,10
75233,2,SUDDEN DEATH,13
75233,2,THEFT,63
75233,2,TRAFFIC FATALITY,3
75233,3,ACCIDENTAL INJURY,7
75233,3,AGGRAVATED ASSAULT,12
75233,3,ANIMAL BITE,4
75233,3,ARSON,3
75233,3,ASSAULT,40
75233,3,AUTO THEFT - UUMV,29
75233,3,BURGLARY,47
75233,3,CHILD (OFFENSES AGAINST),1
75233,3,CRIMINAL MISCHIEF/VANDALISM,71
75233,3,DISORDERLY CONDUCT,6
75233,3,DWI,3
75233,3,EMBEZZLEMENT,2
75233,3,FIREARMS ACCIDENT,1
75233,3,FORGERY & COUNTERFEIT,2
75233,3,FOUND PROPERTY,41
75233,3,FRAUD,2
75233,3,HOME ACCIDENT,4
